,Tweet_text,obesity_present,pre_count,post_count
2538,"Evidence review: 'Population-level strategies to support healthy weight' - ""The review found 31 interventions related to food systems, physical activity, public policy, regulation and legislation"" https://t.co/VnQwZrWb9O #obesity",True,1,0
2539,How to Help Your Child Lose Weight https://t.co/q2axiO0Ere #psychology #parenting #weightloss #obesity #obesityinkids,True,0,0
2540,It was an honor to be invited to #Gozo as a female role model to primary school year 5 children and lead a workshop on #HealthyEating #obesity @ArtsCouncilMLT https://t.co/BbWrz9s6uG,True,0,0
2542,"Evidence review: 'Addressing the social and commercial determinants of healthy weight' - ""The review finds that leadership and stewardship roles of the health sector are critical to action"" https://t.co/TfkT5C5N0Q #obesity",True,0,0
2543,"Your Best Weight
This workshop is designed for people living with obesity or at risk of developing obesity. Register online at https://t.co/oFUAOq5YAK
#yourbestweight #weight #obesity #lifestyle https://t.co/7Wqwg3o845",True,0,0
2546,"RT @aborges_mkt: Drinking a cup of coffee a day keeps the doctor away 😉
Research shows that coffee can help fighting obesity
#Health #Obesi…",True,2,0
2547,"There is so much #anxiety and #stress in #business and it’s #screwing everyone up.  #Holistic #wellness is at an all time low. 

#Mental illness is rising.
#Chronic illness is rising.  
#Malnutrition is rising.
#Obesity is rising.
#Medicating is rising

.…https://t.co/XjDbaYTEc3",True,1,0
2548,RT @SFOrganicFood: The lack of access to proper #nutrition is not only fueling #obesity: https://t.co/TjEstZR8tR PERFECT EYESIGHT : https:/…,True,2,0
2549,#Thanksgiving tips from my @lipiroy - #wellness #obesity #health #weight https://t.co/aIrvHcRvig,True,0,0
2550,The lack of access to proper #nutrition is not only fueling #obesity: https://t.co/TjEstZR8tR PERFECT EYESIGHT : https://t.co/ca8z1rzZzf It is leading to food #insecurity and #hunger among our children. #sanfran #SF #localfood #nightlife #restaurants #foodie #organic #superfood https://t.co/SLocmUXwrl,True,5,0
2551,Quality realistic #bariatrictraining at https://t.co/MLKRqz34U7 for the bulk/weight/look of a person with #obesity. Limbs flex like real. #Fire #Paramedic #Ambulance #NHS #Nursing #Police #HART #Firefighters #USAR #Hospital #Bariatric #Patient #Training #HealthAndSafety #Rescue https://t.co/FaEhmiFvlW,True,0,0
2555,"UK based parents and carers of young children - this is a survey for you. Help stop marketing unhealthy foods to children  

#ultraprocessed #food #obesity #health @KitchenBee @ProVeg_UK https://t.co/DUiCuudGpJ",True,2,0
2556,"RT @ImmunoMet: Immunometabolic Changes in Glia – A Potential Role in the Pathophysiology of Obesity and Diabetes

#immunometabolism #obesit…",True,0,2
2558,"If you missed Tuesday's webinar on research into #sarcopenic #obesity in adults with knee #osteoarthritis, read the publication here: https://t.co/B8rVkFePZw. https://t.co/lEQ3BmwZZN",True,0,1
2559,"RT @PHRIresearch: Research based on data from @PHRIresearch' ongoing global PURE study
#obesity
#localfoodenvieonment
#localdiet https://t.…",True,2,0
2560,"It helps to have great holidays as it gives us the option of excusing ourselves from dietary restrictions and/or recommendations.

#BodyPain #Jointpain #Hypertension #Cardiovasculardiseae #diabetes #Obesity #Arthritis #Fibromyalgia #Sciatica",True,1,4
2561,"This could be your story!!
#bobrisky #ASOSBlackFriday #health #healthylifestyle #HealthyLiving #HealthyFood  #Food #obesity https://t.co/A35gS3PoFi",True,2,0
2562,"Americans are becoming obese WAY FASTER than you thought!! At least one out of four have 30+ BMI in 2018! (Except for CO and HI). We need to stop this, with Keto diet!! #obesity #obese #weightloss #losingweight #lowcarblifestyle #ketosis #ketones https://t.co/AK1IcoXfKL",True,4,0
2565,RT @yjajournalists: Should young people be telling adults how to avoid obesity? @carresgrammar Newsroom have been investigating: https://t.…,True,0,0
2566,WHO highlights global child inactivity problem #childhealth #obesity https://t.co/C6UmJXUuUQ,True,0,0
2567,RT @LaurenDev95: ⭐️Registration is still open! 🙌🏻 Join our #Tier3WMS at #SCH on 29th November🗓 Learn how to effectively treat #obesity as a…,True,0,0
2568,Love you man! ❤️ #ThanksgivingDay  #sleevegastrectomy #gastricsleeve #obesity https://t.co/8KLe28H2Xv,True,0,1
2571,#Rescue or handling #Training for #scenarios involving people suffering from #Obesity? See how a Bariquin can help https://t.co/hltOcJoB4f #Fire #Paramedic #Ambulance #NHS #Nurses #HART #Firefighter #SAR #ISAR #Hospital #Care #BariatricTraining #Bariatric #PatientSafety #Dignity https://t.co/aOremJkayf,True,0,0
2572,"Research based on data from @PHRIresearch' ongoing global PURE study
#obesity
#localfoodenvieonment
#localdiet https://t.co/ffTIYsVRZB",True,2,0
2573,"Take a bite out of these immune-boosting recommendations when you have a cold, too. https://t.co/QVyTLEc9UJ #DrPatriciamd #obesity #healthy #children #families #compassionate #empowering #Orangecounty #Servingkidshope #kidshealth #battleobesity https://t.co/s98UMXV6DC",True,0,0
2575,"So I made a list of all the tings I am grateful for and strangely, none of them makes me particularly hungry.   What things are YOU lot grateful for that compels you to eat three times more food than yesterday?  #obesity #selfishness #fuckthehomeless #gluttony",True,1,0
2578,"RT @DrScottLear: Our recently published paper @ObesitySociety  (https://t.co/WXK3MXZ5mf) indicates:
⬆️ ratio of fast-food to full-service r…",True,1,0
2579,Help out @SJStewart_Psych and do this quick online study @obsmchat @obsmuk #obesity https://t.co/xCn8XFT4OA,True,0,0
2583,"Obesity, some interesting stats

#obesity #lchf #vegan #Keto #ketogenicdiet
 https://t.co/BILEecEaUN",True,3,0
2584,"RT @BoyleManuela: Foods very rich in a combination of salt, sugar and carbohydrates drive the #obesity epidemic #SDG3 #WHIS  https://t.co/n…",True,2,0
2591,"Our recently published paper @ObesitySociety  (https://t.co/WXK3MXZ5mf) indicates:
⬆️ ratio of fast-food to full-service restaurants
⬆️ ratio of bars to liquor stores

in your neighbourhood is associated with greater #obesity.
#builtenvironment #healthyeating https://t.co/gTnxWImS24",True,1,0
2592,#Rescue or handling #Training for #scenarios involving people suffering from #Obesity? See how a Bariquin can help https://t.co/hltOcJoB4f #Fire #Paramedic #Ambulance #NHS #Nurses #HART #Firefighter #SAR #ISAR #Hospital #Care #BariatricTraining #Bariatric #PatientSafety #Dignity https://t.co/MaTBGY10iR,True,0,0
2593,Happy Thanksgiving! Today we’re especially thankful for our dedicated network of collaborators who work to improve the healthcare system and its prevention &amp; management of #obesity. Thank you for all that you do. 💛🍂,True,0,0
2599,@CNN Why #MedicareForAll as it is proposed right now would not be financially feasible for this country. The #obesity epidemic will contribute bankruptcy of America,True,0,1
2601,"Low carb stuffing and keto pumpkin cookies! Happy thanksgiving! 

#LCHF #obesity @CateVarney @DoctorTro @DietDoctor 

https://t.co/kXC3u7JM1v 

https://t.co/R2purQPwt3 https://t.co/FdM8bO531o",True,2,0
2603,Does #obesity regulate response to heart rhythm drugs for #AFib? Study suggests reduced effectiveness of drugsfor AFib in #obese patients https://t.co/48siIri8Tg,True,0,1
2604,"It's hard to find the time, but are you making time to exercise? #itsworthit  #fitness #healthy #nutrition #personaltraining #health #healthyeating #GetFit #Cardio #FitLife #GetHealthy #HealthyLife #HealthTalk #Vegan #weightloss #calories #obesity https://t.co/iOtDTolek1",True,3,0
2608,"@ananavarro You’ve mastered the art of over eating 
#Obesity",True,0,0
2611,RT @drmelissasantos: As seen @ctchildrens grand rounds... comfort level with #bariatricsurgery for youth with #obesity...what more do we ne…,True,0,1
2612,RT @NeilFlochMD: MRI Scans Reveal What #Obesity Does to the Brains of Teens - #weight #weightloss #wls #childhoodobesity https://t.co/OnIVt…,True,0,1
2613,"RT @NatureRevEndo: #Sarcopenic #obesity in older adults: aetiology, epidemiology and treatment strategies (£) https://t.co/0LnC8X6OZj https…",True,0,0
2614,"Our Vision
Children and families feeding well, feeling well, and living well.
https://t.co/yF0WF60Glz
#DrPatriciamd #obesity #healthy #children #families #compassionate #empowering #Orangecounty #Servingkidshope #kidshealth #battleobesity https://t.co/eItoxptVXf",True,0,0
2616,RT @BBiosci: Professor @aifbw Alex Blakemore delivering a lecture on #Genes and #Obesity to our L3 undergraduate students https://t.co/CYZm…,True,0,1
2617,"According to @DiabetesUK, #obesity has doubled in the last twenty years with over 13 million people now classified as obese. More needs to be done in both the UK and the USA to educate people on how to live healthier lifestyles https://t.co/jEad2Bn5Iq",True,0,1
2618,"#Healthcare : 9 of 15 - Low Carb Lifestyle Information for Doctors with Dr David Unwin @lowcarbGP ""Baseline Tests &amp; Screening"" - 10 min 34 sec  #video  https://t.co/gppcTzIDAN #Sugar #NAFLD #Obesity #LCHF #T2Diabetes #Healthcare #EatRealFood #Health",True,2,1
2619,"If diets work why is there so much obesity? 10 things the diet industry doesn’t want you to know | Unimed Living https://t.co/dY8KyoGiSS 

#tips #weightloss #diet #obesity #loseweight #corruption https://t.co/pDRcZINADn",True,3,0
2620,"RT @Kalaignarnews: Obesity-ஐ Control செய்யும் உடற்பயிற்சிகள் | Gym Jum

https://t.co/a1QQuzxwzj

#Obesity #Fitness #FloorExercises",True,1,0
2622,"Obesity-ஐ Control செய்யும் உடற்பயிற்சிகள் | Gym Jum

https://t.co/a1QQuzxwzj

#Obesity #Fitness #FloorExercises",True,1,0
2623,"@fazeelafadzil_ Tahukah anda, menurut Body Image Therapy Center, seramai 30 juta orang mengalami kecelaruan makanan untuk nampak cantik? Marilah kita sama-sama hentikan “body shaming” dan sebarkan positiviti badan. #Iambeautiful #BodyPositivity #obesity #OnJour https://t.co/FVsZip74xG",True,0,0
2624,#November is #DIABETES AWARENESS month: The Sugar Science blog @UCSF the unsweetened truth on the impact of #sugar on our #health https://t.co/hZiaQ0ZgoD… #obesity #CVD #diabetes #healthcare,True,2,2
2627,"Call to facilitate access to #obesity tx https://t.co/s8HZvJ9RbL @IrSPEN @notyourfaultie @HeneghanHelen 

@IMT_latest Pls use more appropriate imagery (i.e. non-stigmatising, respectful) with articles. Royalty-free images available via https://t.co/gHeWcRRB5L #EndWeightStigma",True,0,0
2629,"A cross-trait genome-wide association study identified shared genetic components between obesity-related traits and specific asthma subtypes, suggesting obesity causally increases the risk of asthma: https://t.co/aJ5lMNb2HM
@HarvardChanSPH @MGH_RI #GWAS #obesity #asthma #Genetics https://t.co/FasP4KX5QW",True,0,0
2632,RT @BariatricNews: Antiarrhythmic medications less effective in patients with #obesity - researchers at @Illinois_Alma claim outcomes from…,True,0,0
2634,Americans embracing #obesity? https://t.co/gigMwb8elL,True,0,0
2637,RT @CPA_Health: Effectiveness of #physicalactivity interventions for #overweight and #obesity during #pregnancy: a #SystematicReview of the…,True,0,1
2638,"4 INGREDIENT #PANCAKES
4 eggs
2 whole bananas
1 tsp cinnamon
1 cup old fashioned oats
Directions- blend in a blender until smooth-pour small circular shapes #DrPatriciamd #obesity #healthy #children #families #empowering #Orangecounty #Servingkidshope #kidshealth #battleobesity https://t.co/yzLIWDrO41",True,0,0
2639,Does resilience cost ? Yes #Health concerns are greater #Obesity #Hypertension the story of John Henry #WRES @WRES_team,True,1,0
2640,"If You want to lose your weight, but in a healthy way then
Read The Full Article Here: https://t.co/Gvny12KbLZ
#healthylifestyle #healthandwellness  #healthandwellbeing #loseweight  #losefat #obesity  #preventobesity https://t.co/8xDQHDtR7A",True,0,0
2641,Effectiveness of #physicalactivity interventions for #overweight and #obesity during #pregnancy: a #SystematicReview of the content of behaviour change interventions. https://t.co/B5XWsQyt82,True,0,1
2642,"@NewscastGlobal @UPGovt Gadgets are being handed to this kids in very young age which can lead to Eye Blindness,Cancer, #Obesity, #LessBrainActivities.
We have to accept that Gadgets have Boon with Curse so it depends upon us to provide them or not.
#DigitalAddiction",True,0,2
2644,"Excess Weight Can Weaken The Flu Shot https://t.co/Z6MsH3fRhh

#FluSeason #obesity #HealthNews https://t.co/OYcHKIsC0X",True,0,0
2645,#cpap in #obesity #hypoventilation #syndrome https://t.co/KqrzurcRxq,True,0,1
2647,"According the the lead author of a new @BJOGTweets study, ""weight loss surgery for the treatment of #obesity is likely to improve outcomes in a subsequent pregnancy""

More on this here: https://t.co/Oy7NLdNhwb #Pregnancy https://t.co/Fv6XW4CakE",True,0,3
2648,Bariquins for #Bariatric #Casualty #Rescue &amp; #Patient #Moving &amp; #Handling #Training from basic to Train-the-#Trainer level. See https://t.co/AhE363Lq2t #Fire #Paramedic #Ambulance #Nursing #Police #Firefighters #Hospital #BariatricTraining #Extrication #RTC #SAR #HART #Obesity https://t.co/LDEIWvnlNv,True,0,0
2650,"Cell appendage senses #Omega3 in the diet, with a signal that directly affects production of fat cells, with implications for #obesity https://t.co/ZDCsDEuT2p https://t.co/DSw6GwtBrN",True,1,0
2651,"@HealthNS @Dietitian_NS 

What are the numbers for folks in #NovaScotia?

Any concerns?
Do no harm 
Manage the cause not the result 
Vested interest in that #overweight #obesity provides a source of ""clients""
#nspoli #healthcarecrisis @NSLiberal @NSNDP @nspc @GreenPartyNS @NSLeg https://t.co/7hDX9ivpGa",True,1,0
2652,"RT @nick_krontiris: Does Lean Body Mass Equal Health Despite Body Mass Index?

https://t.co/cnvxSjUwOo

#weightloss #obesity #exercise #fit…",True,0,0
2653,Biological weathering having to cope with exposure racial differences in telomere length #WRES @WRES_team #NHS #Childhood #Obesity the data is absolutely heartbreaking what a difference #inclusionmatters #OurNHSPeople https://t.co/r61yDwIklh,True,1,1
2654,Recent Research Methodologies and Discoveries in #Nutrition:  #Pediatrics #Foodsafety #Foodscience #Foodtech #biotechnology #immunology #diabetes #obesity #healthcare #publichealth #malnutrition #neuroscience #INDUSTRY #Cancer #Pediatrics https://t.co/FfU6wdgLK8 https://t.co/iezz5LE6wj,True,5,2
2655,"Proficiency gathering @2020_nutrition
 #Paris #Nutritionists #Dietitian #Nutrition #Pediatrics #Food #Human #Animal #Plant #Dairy #Cancer #Obesity #Clinical #Medical #Diabetes #Health #Publichealth #foodtechnology #sports #cardiovascular #foodpackaging
https://t.co/Q1BOyMC6iX https://t.co/si4cjCug7M",True,7,2
